user;waktu;Sentimen;lokasi;komentar
aida shofi;3 tahun lalu;positif;Museum Keraton;Cicipi kuliner asli di sini
Agus Purnomo;3 tahun lalu;positif;Museum Keraton;Sopirnya ramah dan men …
Tarix Jabrix;3 tahun lalu;positif;Museum Keraton;??..mengetahui sejarah kerajaan Sumenep (Soengenep) …
Reza Faisal;3 tahun lalu;positif;Museum Keraton;Salah satu museum sejarah yang patut dikunjungi selama saya tinggal di Madura. Satu-satunya kerajaan di jawa timur. Saya benar-benar terpesona dengan kisah mantan pemimpin Sumenep yang dikenal dengan nama Bindara Saod. Panduan ini menjelaskan dengan sangat baik dan memiliki selera …
Ruja Jamu;3 tahun lalu;positif;Museum Keraton;Menurut saya, makam kerajaan Sumenep harus kita lestarikan untuk anak bangs …
Gregorius Gagat Handoyo (gathan);3 tahun lalu;Positif;Museum Keraton;Tempat yang bagus untuk belajar tentang budaya Madura. Kami mendapat pemandu lokal yang hebat …
Edy Hartono;3 tahun lalu;Positif;Museum Keraton;Peninggalan sejarah yang perlu dikunjungi.
YON'S SEMARMISEM;3 tahun lalu;Positif;Museum Keraton;Dingin. Kesunyian.  …
Royke Krisdiansyah;3 tahun lalu;Positif;Museum Keraton;tutup..ini masa pandemi, waspadalah …
Just Ell;3 tahun lalu;Positif;Museum Keraton;Tempat yang bagus kota @sumenep, jiwa ma …
kadir aja;3 tahun lalu;Positif;Museum Keraton;Suasana sejuk dan asri ?????? …
afifah RA;3 tahun lalu;Positif;Museum Keraton;Sedikit misterius
Kh. Ach_sayuti bin rosid binti aminatuzsuhro;3 tahun lalu;Positif;Museum Keraton;karena tempat ini memberikan begitu banyak …
ALF;3 tahun lalu;Positif;Museum Keraton;Cantik Dan Kere …
Mas Ali;3 tahun lalu;Positif;Museum Keraton;Penuh sejarah
Ardi Rozandi Ekamartha, ST;3 tahun lalu;Positif;Museum Keraton;Kuno dan keren
ARIS JUNIAR;3 tahun lalu;Positif;Museum Keraton;Tempat kenangan yan …
Moh Junaidi;3 tahun lalu;Positif;Museum Keraton;Mantaaaab
Ahmad Suryadi;3 tahun lalu;Positif;Museum Keraton;museum besar
Putri Utami;3 tahun lalu;Positif;Museum Keraton;Luar bi …
joko munarso;3 tahun lalu;Positif;Museum Keraton;Bagu …
Farah Hani Itsna Nabila;3 tahun lalu;Positif;Museum Keraton;Bagu …
rayakanharimu official;3 tahun lalu;Positif;Museum Keraton;Wanit …
Mr. Unknown;3 tahun lalu;Positif;Museum Keraton;Cint …
Kanti bambumuda;3 tahun lalu;Positif;Museum Keraton;Sejarah yang lu …
MUMTAZ GAMING;3 tahun lalu;Positif;Museum Keraton;Warisan
Wongso Suhendro;3 tahun lalu;Positif;Museum Keraton;Warisan
Naritul;4 bulan lalu;Positif;Museum Keraton;ada guide merangkap penjaga loket jd kadang ditinggal kalau ada yg mau beli tiket. agak kurang terawat untuk sebagian area pusaka. guide cukup baik menjelaskan. sempatkan berkunjung untuk melestarikan dan mengerti budaya kerajaan sumenep
Hidayat Anwar traveler;4 bulan lalu;Positif;Museum Keraton;Bagus guidenya memberikan informasi dgn cukup, disambut gamelan musik tradisional.. keren sih untuk mengenal sejarah dipulau madura sejak tahun 1200an masehi
Ryan Palala;4 bulan lalu;Positif;Museum Keraton;Museum Sumenep Merupakan Destinasi wisata Yang Saya Recomendasikan Untuk Dikunjung saat Berada dan berwisata di kota Sumenep
umiatul hasanah;4 bulan lalu;Positif;Museum Keraton;Luar biasa Sangat peduli sejarah
Yulia Oktiva;4 bulan lalu;Positif;Museum Keraton;Pengalaman berkesan tentang kerajaan Sumenep. Luar biasa sejarah berdirinya Sumenep.
dian yunistia;4 bulan lalu;Positif;Museum Keraton;Djlu waktu sdh sering main disini karena dekat sekolah banyak barang bersejarah dan bersih
Mohamad Iksan;4 bulan lalu;Positif;Museum Keraton;Sangat menyenangkan dan menambah wawasan ilmu pengetahuan, terutama tentang sejarah keraton Sumenep
Dheni Ines;4 bulan lalu;Positif;Museum Keraton;keren banget masih terjaga baik bangunan dan taman sarinya
Nari Iren;4 bulan lalu;Positif;Museum Keraton;Bermanfaat menambah wawasan tentang peninggalan bersejarah di Madura
Dayat NASA Kodem KARYA ANAK BANGSA;4 bulan lalu;Positif;Museum Keraton;Baik sekali
Ani Triana;4 bulan lalu;Positif;Museum Keraton;Bagus bersih
MazzLutfiy;4 bulan lalu;Positif;Museum Keraton;mantap
Sumekar Care;4 bulan lalu;Positif;Museum Keraton;Keren
Sahrul Alung (Alung);4 bulan lalu;Positif;Museum Keraton;Mantab
topo riwayanto;4 bulan lalu;Positif;Museum Keraton;Napak tilas
Sanusi Mohammad;4 bulan lalu;Positif;Museum Keraton;Tempat yang indah dan sej …
Abdul Gafur;4 bulan lalu;Positif;Museum Keraton;Tempat yang bagus di kot …
Abdul Gafur2;4 bulan lalu;Positif;Museum Keraton;Tempat yang b …
Tri Bungso;4 tahun lalu;Positif;Museum Keraton;Pulau Madura yang mempunyai posisi geografis di Laut Jawa ini memang membuatnya menjadi memiliki banyak obyek wisata pantai. Namun tidak hanya pantainya saja yang wajib anda kunjungi saat anda pergi ke Madura, melainkan juga tempat yang …
Aulia Hanif;4 tahun lalu;Positif;Museum Keraton;Sebuah museum dimana kita bisa melihat pusaka, kereta kencana, dan berbagai macam peninggalan kerajaan jaman dahulu yang terletak di lingkungan keraton Sumenep. …
Rima Cakep;4 tahun lalu;Positif;Museum Keraton;Berkunjung kemari unuuk ke 2 kalinya bersama keluarga besar sesudah mengantarkan bulek ngunduh mantu Seluruh barang peninggalan di museum terawat dengan baik.
Ari Otna19;4 tahun lalu;Positif;Museum Keraton;Alhamdulillah .Didalam museum ada kitab Alqur'an raksasa. Suasananya sejuk dan pemandu wisata yang ramah. Aku bangga jadi warga negara Indonesia.?????? …
Hardy Goldberg;4 tahun lalu;Positif;Museum Keraton;Begitu mengagumkan dan bangga akan tingginya budaya kita. Koleksi yang langka namun tetap bagus terawat menjadikan kita betah berlama-lama tinggal dan mengamati.
Sirajul Munir;4 tahun lalu;Positif;Museum Keraton;Madura adalah salah satu pulau yang merupakan bagian dari Jawa Timur. Di pulau ini terdapat kediaman raja peninggalan Kerajaan Sumenep. Keraton Sumenep sendiri saat ini menjadi salah satu destinasi wisata Budaya di Madura. Bagi traveller …
ahmad mudzakkir;4 tahun lalu;Positif;Museum Keraton;Bangunan yang memiliki 3 konsep arsitektural yaitu Jawa, Eropa dan Tiongkok. Dari depan disuguhkan pemandangan pintu gapura Labeng Mesem. Hanya tamu khusus yang dapat masuk ke dalam bangunan Keraton. Terdapat Museum Koning yang menyimpan …
Kukuh Hernowo;4 tahun lalu;Positif;Museum Keraton;Penjelasan dari musim guide cukup jelas,ada beberapa produk kecantikan keraton yg dijual, untuk sarannya mungkin lebih baik terdapat souvernir berupa buku sejarah keraton tersebut yg dijual.
Desy Ariyani;4 tahun lalu;Positif;Museum Keraton;Kalo yang suka sejarah pasti seneng. Tempatnya terawat, petugasnya ramah, menjelaskan dg apik sejarah2 nya. Tiket masuknya juga bersahabat.selain peninggalan sejarah jaman kerajaan, Disana ada kerangka ikan paus nya juga.
Joni Artha;4 tahun lalu;Positif;Museum Keraton;Rapi dan bersih pelayanan dari penjaga sangat ramah pemaparan sejarah kraton sangat jelas terdapat berbagai peralatan yang mengambarkan sejarah kota sumenep
Mas Zainul;4 tahun lalu;Positif;Museum Keraton;Tempat paling bersejarah, dmana tempat dan peninggalan sejarah budaya dan kerajaan madura (ada Al - Qur'an seberat 0,5 Ton)
Yeti Kartikasari;4 tahun lalu;Positif;Museum Keraton;Tempat yang penuh informasi sejarah. Suasananya menyenangkan. Bersih dan terawat. Petugas ramah. Kerasan berlama-lama di sini.
Wijanarko Muflich;4 tahun lalu;positif;Museum Keraton;Salah satu jejak sejarah Nusantara yang masih tersisa. Keraton yang masih terjaga keasliannya. Menyimpan Banyak kisah. Ajaklah anak, saudara, dan teman ketempat ini untuk mengenalkan, melestarikan budaya Nusantara. Lebih mencintai lagi …
aa firman;4 tahun lalu;positif;Museum Keraton;Tempat ini dari awal kuliah sampai sekarang renivasi belum selesai semua, meskipun masih bisa masuk tapi tetaplah terganggu akan renovasi yang berjalan lama
Layla ummu Shofiyyah;4 tahun lalu;positif;Museum Keraton;,lumayan bagus dan nyaman pelayanan maupun hal2 yg bisa dilihat. Yg penting semoga dapat guide yg Ndak cepet2an pengen pindah tempat.
Asyroful Barokah;4 tahun lalu;positif;Museum Keraton;Merupakan kraton satu satunya dijawa timur yang terletak di timur pulau madura yaitu di tengah tengah kota sumenep. Buka setiap hari dengan jam berkunjung dari jam 7 pagi sampai dengan jam 4 sore Terdapat beberapa peninggalan bersejarah dari berdirinya kerajaan di sumenep.
Iral Mohammad;4 tahun lalu;positif;Museum Keraton;Inilah satu-satunya keraton yang masih berdiri kokoh hingga saat ini di pulau Madura. Bangunan pendoponya pun masih aktif diginakan. Andai saja 3 kabupaten yang lain juga masih memiliki bangunan keratonnya sebagai peninggalan sejarah kerajaan masing-masing.
Muhammad Amir Hamzah UNESA_066;4 tahun lalu;positif;Museum Keraton;Tempatnya asri dan penduduk sumenep ramah, ada guidenya yang siap mengantar anda dan setiap hari minggu selalu ramai
Mustika Maduratna;4 tahun lalu;positif;Museum Keraton;Salah satu tempat bersejarah di sumenep, bagus, bersih, dan terawat. Berwisata sambil belajar mengenai sejarah sumenep dengan melihat beberapa barang barang peninggalan keraton sumenep.
mahendra;4 tahun lalu;positif;Museum Keraton;sangat bagus untuk mengenal lebih dekat sejarah dari peradaban islam di madura khususnya sumenep
Div Naritha;4 tahun lalu;positif;Museum Keraton;Museum ini bagus perlu di jaga kelestariannya dan perlu di tambah pemandu yg bisa menceritakan tentang museum keratin tersebut
nurul bilady;4 tahun lalu;positif;Museum Keraton;Cuman bisa foto di depan cermin Saya datang k museum jam 10 tapi semua pintu museumnya di kunci, petugasnya juga gak ada, giliran pintu karcis aja dibuka, Rugi saya datang jauh2 kesana.
ida susanti;4 tahun lalu;positif;Museum Keraton;Keraton sumenep Salah satu destinasi wisata yang wajib dikunjungi di sumenep,madura. Tidak hanya nilai historisnya tapi juga bilai edukasinya. Tiket masuk cukup …
Agus Budianto;4 tahun lalu;positif;Museum Keraton;Masih ada peninggalan sejarah yg bagus utk d lestarikan
Tanzila Nur;4 tahun lalu;positif;Museum Keraton;tiket masuk murah banget, petugasnya ramah
Herlina Anita;4 tahun lalu;positif;Museum Keraton;Keraton kecil di madura. Tapi punya sejarah yang panjang.
Aang Kusiyono;4 tahun lalu;positif;Museum Keraton;Banyak peninggalan yg masih patut untuk dilihat dan dipelajari
richo alrista;4 tahun lalu;positif;Museum Keraton;Nyaman sih untuk sejenak bersantai karena suasananya sejukk
Laksmi's Corner;4 tahun lalu;positif;Museum Keraton;Beberapa benda kurang terawat kebersihannya, terkadang ada pengunjung yg tidak ditemani gaet. Jadi bingung harus kemana..
Afif Ishmah;4 tahun lalu;positif;Museum Keraton;Bagus. Mengingatkan pada sejarah kerajaan tempoe doeloe
Tri Joko;4 tahun lalu;positif;Museum Keraton;Sayang tidak bisa lama-lama karena sudah mau pulang.
Reyadi;4 tahun lalu;positif;Museum Keraton;Observasi OSIS Raudlatul Ulum Pordapor Guluk2 Sumenep
ML HEBAT GAMING;4 tahun lalu;positif;Museum Keraton;Peninggalan sejarah yg harus kita lestarikan , jaman sekarang kalah populer dengan mall dan tempat2 wisata modern yg begitu megah ,Tanpa adanya peninggalan sejarah sebagai saksi hidup bisa bersatunya antar suku dan agama menjadi negeri yg kuat sampai saat ini
Kang Endin torojol;4 tahun lalu;positif;Museum Keraton;salah satu cagar budaya di kab. sumenep yang terawat baik oleh dinas budaya dan parawisata kab. sumenep.
sal_sabilaans;4 tahun lalu;positif;Museum Keraton;Banyak benda sejarah yg masi terawat dan sangat bagus sekali buat anak anak kita kalau di ajak kesana di jadikan pelajaran agar tau tentang sejarah kota sumenep dan rugi kalau ke Sumenep gak mampir museum
Erik El Bahri;4 tahun lalu;positif;Museum Keraton;Cuci bersih gratis minuman+camilan
Aya J;4 tahun lalu;positif;Museum Keraton;Museum yang berkali-kali saya kunjungi. Setiap kali ada niat selalu setengah2, padahal kalau sudah di sana sampai lupa waktu. Selalu kurang. Banyak yang mesti dihapal dan terus dipelajari. Benar-benar media yang seru untuk belajar. Tiket …
intan dewi;4 tahun lalu;positif;Museum Keraton;Museum adalah tempat yang menyimpan benda benda bersejarah. Kabupaten sumenep dahulu adalah kerajaan. Tentu banyak benda dan cerita sejarah dalam museum ini. Areanya pun sangat luas. Dan guide nya menguasai sejarah, jelas cara penyampaiannya. Terima kasih pihak dinas pariwisata kab sumenep yang sudah memfasilitasi kami
IQSebentar Gaming;4 tahun lalu;positif;Museum Keraton;Keraton Sumenep adalah tempat kediaman resmi para Adipati/Raja-Raja selain sebagai tempat untuk menjalankan roda pemerintahan. Kerajaan Sumenep sendiri bisa dibilang sifatnya sebagai kerajaan kecil (setingkat Kadipaten) kala itu, sebab …
Finaira Kara;4 tahun lalu;positif;Museum Keraton;Keraton Sumenep ini merupakan kediaman resmi para Raja-Raja di Sumenep, juga sebagai tempat roda pemerintahan dijalankan. Sekarang, keraton ini menyimpan ratusan koleksi-koleksi sejarah yang tersimpan rapi dan terawat. Sebagai kediaman …
Asfahani Nizma;4 tahun lalu;positif;Museum Keraton;Museum ini bagus untuk kunjungan wisata hanya saja untuk benda2 kunonya sepertinya banyak yang bukan asli sumenep, seperti senjatanya. Dan lagi saat masuk museum yang ada kereta dan cermin besar, hawa mistis sangat terasa.
BProject Pamekasan;4 tahun lalu;positif;Museum Keraton;sangat bagus sekali karena museum ini bner2 dan di jaga. semoga para pengunjung dan pengurus lebih menghrgai dan menjga peninggaln bersejarah ini. …
Rysman Hady Wijaya;4 tahun lalu;positif;Museum Keraton;"Inilah salah satu situs budaya peninggalan kraton Sumenep,yaitu taman sare. Yg dimana pada dulu kala digunakan utk pemandian putri kerajaan,
Mitos nya siapa saja yg membasuh mukanya dgn air di kolam itu akan awet muda,dan lainnya juga"
Rudy Prayitno (Rudy SP);4 tahun lalu;positif;Museum Keraton;Tgl. 28 Juli 2019 bersama sahabat SDN Wonokusumo IV Surabaya. Beberapa kali kami berkunjung ke Museum Kraton Sumenep. Tgl. 17 November 2018 usai mengikuti apel Akbar HUT PGRI Jawa Timur di Stadion A.Yani bersama teman KS Kec. Kenjeran. …
AgungBN Chanel;4 tahun lalu;positif;Museum Keraton;Suasana menarik. Wisata pendidikan. Ada pendamping ketika kita berkeliling jd bisa tahu ceritanya. Tp toiletnya kurang bersih. Disekitarnya jg byk sampah dari pepohonan
Devi Puspitasari;4 tahun lalu;positif;Museum Keraton;Banyak situs sejarah yang masih tersimpan rapi dan terjaga, contohnya kasur raja, kolam potre koneng, labang mesem, dll. Semoga tetap berlanjut seperti ini dan lebih baik lagi.
Deta;4 tahun lalu;positif;Museum Keraton;Kebetulan kami berkunjung di sini di waktu libur bersama. Jadi kerolaton tutup, tetapi kebetulan ada pegawai yang mengijinkan kami masuk dan memberikan arahan sebentar kepada kami. Keraton dg bangunan arsitektur gabungan antara Jawa dan …
BUDI TOUR PLANER GUIDE;4 tahun lalu;positif;Museum Keraton;Museum tertua yg ad di pulau madura pada zaman peradaban agama islam mulai tersebar di madura dan ada hubungan nya dengar penyebaran agama islam di pulau jawa dan kerajaaan2 islam yg ada di pulau jawa.
MIFTAHUL ARIFIN;4 tahun lalu;positif;Museum Keraton;Waw.... Peninggalan sejarah keraton sumenep
Jeanette J;4 tahun lalu;positif;Museum Keraton;Tempat bersejarah beserta keraton yg terdapat di kota Sumenep, pulau Madura. Tempat nya sangat luas dan asri, dengan pohon beringin yg besar dan rindang. Kompleks keraton sangat bersih dan terawat...
EMKA lutfi;4 tahun lalu;positif;Museum Keraton;Terletak ditengah Kota Sumenep Madura Jawa Timur. Tempat wisata edukasi yg tepat bagi anak dan keluhan. Ada museum sejarah kerajaan dan perpustakaan juga
Andika Deni;4 tahun lalu;positif;Museum Keraton;Suka sekali dengan tempat2 haritage kerajaan2 sperti ini, suasana sangat tenang, sangat bersih dn terawat baik di museum, pendopo agung ataupun di keputren, klu ke sumenep wajib ke kraton Sumenep
Rahma Aisyah;4 tahun lalu;positif;Museum Keraton;Sebagai destinasi wisata sejarah di Sumenep. Tempatnya luas dan cukup bersih. Biasanya banyak peziarah atau wisatawan dari luar kota yang berkunjung.
A. I. R MUMTAZ;4 tahun lalu;positif;Museum Keraton;Istana Keraton Sumenep (Keraton) terdaftar di depan Museum. Istana ini dibangun pada tahun 1762 di masa pemerintahan Tumengung Arya Nata Kusumo I. Terdiri dari Gerbang, Pendopo, Istana itu sendiri, Istana tua dan Taman Sare. Gerbang ini …
Suri Channel 77;4 tahun lalu;positif;Museum Keraton;Bagi yg ingin banyak tahu tentang sejarah Keraton yg ada di Madura, Keraton Sumenep ini cukup representatif karena sejarah Keraton ini bagian dari sejarah kerajaan yg ada di Indonesia. Recommended dah pokoknya
Mohammad Faishol;4 tahun lalu;positif;Museum Keraton;Tempatnya terletak di sebelah timur taman Adipura Sumenep... Terdapat pusaka, tempat tidur, kereta kencana dan lainnya, peninggalan para raja terdahulu...
RADEN PANJI AGOES;4 tahun lalu;positif;Museum Keraton;"Sangat indah dan mempesona meliat
Kemegahan Lbhang Mesen yg merupakan ointu masuk kebKeratom Sumenep... Bravo Sumekar …"
Maria Hani;4 tahun lalu;positif;Museum Keraton;Semoga peninggalan ini terawat dengan baik sehingga anak cucu kita bisa menikmati dan menghargai perjuangan masa lampau
Andre Family;4 tahun lalu;positif;Museum Keraton;Banyak menambah pengetahuan tentang sejarah.. Ternyata terbentuknya kerajaan Majapahit.. Awalnya dari keraton sumenep
Gunawan;4 tahun lalu;positif;Museum Keraton;Tempatnya asyik buat belajar sejarah sumenep, tapi sayang media edukasi yg ada tidak maksimal dan terawat :(
ahmad fajrin;4 tahun lalu;positif;Museum Keraton;Bagus dan sejuk suasananya
Djoko tolis;4 tahun lalu;positif;Museum Keraton;Sebagai musium keraton, sangat banyak menyimpan peninggalan tempo dulu, yg tentu sangat bermanfaat unt kita ketahui dan menambah pengetahuan kita semua,
Bigster Production;4 tahun lalu;positif;Museum Keraton;Museum disini terdapat bnyak sekali peninggalan pada masa kerajaan sumenep, mulai dari kereta kencana , dan lainlain
maskariem 777;4 tahun lalu;positif;Museum Keraton;Sejarah kerajaan sumenep, era penjajahan belanda dan sebelumnya, bukti kejayan  dan budaya madura yg di lestarikan, oke banget
Bidara Surga;4 tahun lalu;positif;Museum Keraton;Sangat bagus baik untuk santai dan berlibur.
16_MOH.NAUFAL RAFI IRFANSYAH;4 tahun lalu;positif;Museum Keraton;Isi didalamnya cukup menarik & mengandung nilai kebudayaan yang menjadi ciri khas kota tersebut
Markunto Kasihana;4 tahun lalu;positif;Museum Keraton;Silsilah raja dan bupati yg tertera di musium,  bisa menambah sejarah perkembangan madura
I One;4 tahun lalu;positif;Museum Keraton;Salah satu museum yg yg ada d tengah kota ,dan banyak sekali peninggalan keraton sumenep yg terawat d sana
Rikawanto muljawan;4 tahun lalu;positif;Museum Keraton;Keraton sumenep merupakan kebanggan masyarakat madura karena merupakan salah satu kerajaan kecil yang sangat penting dalam perjalanan sejarah kerajaan mojopahit. Sangat perlu dilestarikan sejajar dengan keraton lain di jawa seperti kasepuhan, kanoman di cirebon, kasultanan di solo dan yogya.
Alfares CF;4 tahun lalu;positif;Museum Keraton;Tempatnya strategis & mudah di jangkau...dan banyak peninggalan2 sejarah konu
Rahman Ansory;4 tahun lalu;positif;Museum Keraton;Mengenal dan mempelajari sejarah keraton sumenep dari sisa benda dan banguna yang masih kokoh berdiri sampai saat ini
Yume Wisata;4 tahun lalu;positif;Museum Keraton;Pelajaran sejarah
Hidayat Hadi;4 tahun lalu;Positif;Museum Keraton;Bagussss banget!!  Dan batagor depan pintu masuk rekomended!!  ?????? . Dekat juga kalo mau ke masjid Agung sumpenep.  Instagramable banget!! …
Adri Santoso;4 tahun lalu;Positif;Museum Keraton;Satu satunya keraton yang masih terpelihara dengan baik sehingga mampu memberikan kontribusi nilai budaya nusantara
Abd Hadi;4 tahun lalu;Positif;Museum Keraton;penuh sejarah
Akhmad Muiz;4 tahun lalu;Positif;Museum Keraton;Tempat yang menyimpan sisa sisa dari sejarah yang dapat menambah ilmu dan pemahaman tentang cerita rakyat madura
SADDAM HUSIEN;4 tahun lalu;Positif;Museum Keraton;Tempat yang bagus untuk anak bermain
icha hujan;4 tahun lalu;Positif;Museum Keraton;Suka sama tempatnya adem
Amin Udin;4 tahun lalu;Positif;Museum Keraton;Museum Kerajaan sumenep Madura
Umi Nurkhabibah;4 tahun lalu;Positif;Museum Keraton;Masjidnya sangat nyaman. Baru disini nemu masjid yang airnya dingin. (khususnya dipulau madura)
herdi harisandi;4 tahun lalu;Positif;Museum Keraton;Keraton Sumenep sisa peninggalan sejarah para raja, budaya adat istiadat kerajaan dan sistem pemerintan kerajaan.
Papa Juna;4 tahun lalu;Positif;Museum Keraton;tempat bagus untuk mengetahui sejarah kraton sumenep jaman dahulu
Muhammad Agil Gazali;4 tahun lalu;Positif;Museum Keraton;Sangat bersejarah. Pemandunya juga jelas saat menjelaskan bangunan dan seisinya.
Yeremia Rivieri;4 tahun lalu;Positif;Museum Keraton;Tempat nya bersih. Petugas yang berjaga juga ramah dan bersedia di wawancara apabila dibutuhkan
Alifa Hanami;4 tahun lalu;Positif;Museum Keraton;Museumnya masih dijaga.. dan di rawat. Bagus untuk edukasi terhadap anak
Lucky Tsabit;4 tahun lalu;Positif;Museum Keraton;Bagus, alami, koleksi nya banyak dan situs-situsnya masih terawat dengan baik
Dyah Indira;4 tahun lalu;Positif;Museum Keraton;Bagus, terawat, lestarikan
sinwan sinwan;4 tahun lalu;Positif;Museum Keraton;Cagar budaya yang cukup terawat dengan baik yang menyimpan sisa kejayaan keraton sumenep yang lokasinya di sumenep madura.
Tajuddin Akbar;4 tahun lalu;Positif;Museum Keraton;Perlu di tambah koleksinya. Sejak sy kecil sampai sekarang cuma itu2 aja
Sujono S.Pd.;4 tahun lalu;Positif;Museum Keraton;Museum raja raja dan keraton sumenep dari  jaman dulu sampai sekarang masih di jaga dengan baik keberadaannya.
Albi Oktaviansah;4 tahun lalu;Positif;Museum Keraton;Tempatnya sejuk, dan bisa menambah wawasan tentang sejarah kerajaan Sumenep
iFirdaus Albert Audrey _fir;4 tahun lalu;Positif;Museum Keraton;Tempat bersejarah yg hrs terus dijaga kelestariannya ?? …
Eko Muljawan;4 tahun lalu;Positif;Museum Keraton;Salah satu kerajaan kecil diujung timur pulau madura yang telah mengukir sejarah penting, seiring perjalanan sejarah panjang kerajaan mojopahit, keraton yang merupakan monumen sejarah yang menjadi kebanggaan masyarakat Madura khususnya …
Ta frichann;4 tahun lalu;Positif;Museum Keraton;Enak untuk dinikmati dan di kunjungi
Imey Nasywa;4 tahun lalu;Positif;Museum Keraton;nambah ilmu tetang sejarah tourguide nya ramah
ZULIYA SAFUTRI;4 tahun lalu;Positif;Museum Keraton;Disini kita belajar banyak sejarah tentang kab.  kota sumenep madura
Sinyo Priss;4 tahun lalu;Positif;Museum Keraton;Tempatnya bersih, pelayanan ramah, makanan enak dan murah ???? …
KHUSNAN AL AYYUBI;4 tahun lalu;Positif;Museum Keraton;Sangat penting untuk sejarah
Riska Amaliyah;4 tahun lalu;Positif;Museum Keraton;Tempat bagus untuk belajar kearifan lokal dengan nuansa tradisional
chandra dewi;4 tahun lalu;Positif;Museum Keraton;Banyak menyimpan cerita sejarah...patut dikunjungi
Muhammad El-Jazzary;4 tahun lalu;Positif;Museum Keraton;Jadilah bangsa yg besar dg tidak melupakan jati diri bangsa
aws channel;4 tahun lalu;Positif;Museum Keraton;Tempat wisata sejarah Sumenep dan Madura, cocok untuk belajar sejarah.
Nanang Prayudhy;4 tahun lalu;Positif;Museum Keraton;Salah satu tempat sejarah yang patut untuk dikunjungi
??????? ????????;4 tahun lalu;Positif;Museum Keraton;Tempat Peninggalan Peninggalan Keraton Sumenep Dulu,, Beserta Pendopo Dan Taman Pemandian Putri Keratonnya,, Excillent,,
Shan Heji;4 tahun lalu;Positif;Museum Keraton;Suasananya mantul
Fathorrachman Hasbullah;4 tahun lalu;Positif;Museum Keraton;salah satu tempat yg kudu didatangi sebagai salah satu sumber pengetahuan
Arfp 08;4 tahun lalu;Positif;Museum Keraton;Tempat bersejarah dan lokasinya mudah dicapai
prihatmadji montero;4 tahun lalu;Positif;Museum Keraton;Satu satunya kraton yang ada di Jawa timur, lokasinya dekat dengan alun alun kota Sumenep.
Achmad Al-Atas;4 tahun lalu;Positif;Museum Keraton;Kita bisa melihat peninggalan sejarah.
DAT.;4 tahun lalu;Positif;Museum Keraton;SEMUA PENINGGALAN KERAJAAN KERATON SUMENEP DI MASA LAMPAU MASIH TERJAGA RAPI DISINI. KECE
Gak Guna;4 tahun lalu;Positif;Museum Keraton;Akan banyak pengetahuan mengenai sejarah
Abdul Razak;4 tahun lalu;Positif;Museum Keraton;Sy sangat bersukur sudah sampai tempat Raja Raja
laiella santoso;4 tahun lalu;Positif;Museum Keraton;Tempatnya bagus dan masih terjaga keasliannya...
Mohammad Yani Rudiansyah;4 tahun lalu;Positif;Museum Keraton;Museumnya bagus, peninggalqn sejarahnya lengkap.
ranichabix rani;4 tahun lalu;Positif;Museum Keraton;Bagus,keren,sangat puas dengan apa yang saya lihat di musium itu
Mazidah Adelita Shofiyana;4 tahun lalu;Positif;Museum Keraton;Menyajikan sejarah kehidupan para raja sumenep yg mengagumkan
rizqiseptiann_;4 tahun lalu;Positif;Museum Keraton;Memberi kita pelajaran baru yg menyenangkan
Tape_bws gaming;4 tahun lalu;Positif;Museum Keraton;Menambah pengetahuan
Adi Sucipto;4 tahun lalu;Positif;Museum Keraton;Tempat nyaman
Rhadyta Millenia;4 tahun lalu;Positif;Museum Keraton;Alhamdulillah tenpatnya masih benar-benar terjaga?? …
Triyana Wijayanti;4 tahun lalu;Positif;Museum Keraton;Nuansa keratonnya masih sama kayak jaman Dulu
Zay Nuddin;4 tahun lalu;Negatif;Museum Keraton;Toilet nya busuk kotor gak terawat
Faridatul ilmi;4 tahun lalu;positif;Museum Keraton;Ternyaman , serasa hidup di zaman doloe, tinggal di keraton , hehe
Ach Zulkifly;4 tahun lalu;positif;Museum Keraton;Menyimpan banyak kenangan sejarah keraton sumenep
Sri Rossa Aisyah Puteri Baharie Puteri;4 tahun lalu;positif;Museum Keraton;Tempat untuk bljr sejarah yg baik
Stasiun Ban Blitar;4 tahun lalu;positif;Museum Keraton;Napak tilas
Giorzhino Al Gibran Effendi;4 tahun lalu;positif;Museum Keraton;Rekomended buat tahu sejarah sumenep
anik anik;4 tahun lalu;positif;Museum Keraton;Pengajian di museum
Zainatul Jannah;4 tahun lalu;positif;Museum Keraton;Tempat yang sejuk, di tengah kota untuk kongkow bareng.
Nayla 060805;4 tahun lalu;positif;Museum Keraton;Banyak dapat ilmu dri museum ini
Joker 357;4 tahun lalu;positif;Museum Keraton;Penuh dengan sejarah jaman dahulu?? …
Tri Wahyuni;4 tahun lalu;positif;Museum Keraton;Dijual juga jamu untuk wanita dan laki2???? …
IF CHANNEL;4 tahun lalu;positif;Museum Keraton;Merupakan tempat barang barang kuno dimasa kerajaan sumenep
Fandi 2018;4 tahun lalu;positif;Museum Keraton;Penuh dengan pembelajaran sejarah!!!
Ainul Anwar;4 tahun lalu;positif;Museum Keraton;Keraton yg lestari satu-satunya d Jawa Timur
Shinta Embem;4 tahun lalu;positif;Museum Keraton;Cocok buat wisata sejarah
Surip Pirus;4 tahun lalu;positif;Museum Keraton;Salah satu tempat bersejarah di Sumenep
